tag.ID,capture.date,stat.week,tag.group,card.no,fish.no,swim.dir,time.in,sex,length,time.out,species,notes,age,lat,long,mesh.size,secchi.dis,secchi.re,air.temp,water.temp,wind.sp,wind.dir,cloud.cov
12735,7/5/2021,28,2,6,6,N,14:46,F,567,14:57,chum,,,64.31887,-161.13519,5-5/8 in ,2,1.5,NA,53.24,5,E,100
12755,7/5/2021,28,2,6,7,S,15:04,F,558,15:12,chum,,,64.31887,-161.13519,5-5/8 in ,2,1.5,NA,53.24,5,E,100
12775,7/5/2021,28,2,6,8,S,15:04,F,567,15:16,chum,,,64.31887,-161.13519,5-5/8 in ,2,1.5,NA,53.24,5,E,100
12795,7/5/2021,28,2,6,9,S,15:05,F,554,15:21,chum,,,64.31887,-161.13519,5-5/8 in ,2,1.5,NA,53.24,5,E,100
12815,7/5/2021,28,3,6,10,S,15:06,F,568,15:21,chum,,,64.31887,-161.13519,5-5/8 in ,2,1.5,NA,53.24,5,E,100
12835,7/5/2021,28,3,7,1,S,15:30,F,515,15:40,chum,,,64.31887,-161.13519,5-5/8 in ,2,1.5,NA,53.24,5,E,100
12855,7/9/2021,28,3,8,1,S,17:46,M,569,17:54,chum,Recaptured at UNK weir- 7/21 at 2300,,64.32479,-161.14698,5-5/8 in ,0.5,0.2,NA,53.53,10,S,85
12875,7/9/2021,28,3,8,2,S,19:28,F,576,19:37,chum,,,64.30766,-161.11924,5-5/8in,0.5,0.2,NA,53.53,10,S,85
12895,7/10/2021,28,3,9,1, S,10:27,M,596,10:37,chum,,,64.27249,-161.04588,5-5/8 in ,1.1,0.9,55.5,53.13,5,E,20
12915,7/10/2021,28,3,9,2,S,10:43,F,610,10:50,chum,small side gash,,64.27249,-161.04588,5-5/8 in ,1.1,0.9,55.5,53.13,5,E,20
12935,7/10/2021,28,3,9,3,S,11:00,F,592,11:06,chum,,,64.27249,-161.04588,5-5/8 in ,1.1,0.9,55.5,53.13,5,E,20
12955,7/10/2021,28,3,9,4,S,11:00,F,558,11:10,chum,,,64.27249,-161.04588,5-5/8 in ,1.1,0.9,55.5,53.13,5,E,20
12975,7/10/2021,28,3,9,5,N,11:03,M,596,11:15,chum,,,64.27249,-161.04588,5-5/8 in ,1.1,0.9,55.5,53.13,5,E,20
12995,7/10/2021,28,3,9,6,S,11:04,F,557,11:18,chum,,,64.27249,-161.04588,5-5/8 in ,1.1,0.9,55.5,53.13,5,E,20
13015,7/10/2021,28,3,9,7,N,11:19,F,616,11:27,chum,,,64.27249,-161.04588,5-5/8 in ,1.1,0.9,55.5,53.13,5,E,20
13035,7/10/2021,28,3,9,8,S,11:21,F,586,11:30,chum,,,64.27249,-161.04588,5-5/8 in ,1.1,0.9,55.5,53.13,5,E,20
13055,7/10/2021,28,3,9,9,N,11:33,M,563,11:50,chum,,,64.27249,-161.04588,5-5/8 in ,1.1,0.9,55.5,53.13,5,E,20
13075,7/10/2021,28,3,9,10,S,11:33,F,601,11:50,chum,,,64.27249,-161.04588,5-5/8 in ,1.1,0.9,55.5,53.13,5,E,20
13095,7/10/2021,28,3,10,1,S,11:35,M,563,11:55,chum,,,64.27249,-161.04588,5-5/8 in ,1.1,0.9,55.5,53.13,5,E,20
13115,7/10/2021,28,3,10,2,S,12:05,F,566,12:10,chum,,,64.27249,-161.04588,5-5/8 in ,1.1,0.9,55.5,53.13,5,E,20
13135,7/10/2021,28,3,10,3,S,12:26,F,588,12:32,chum,,,64.27249,-161.04588,5-5/8 in ,1.1,0.9,55.5,53.13,5,E,20
13155,7/10/2021,28,3,10,4,S,12:34,F,588,12:47,chum,,,64.27249,-161.04588,5-5/8 in ,1.1,0.9,55.5,53.13,5,E,20
13175,7/10/2021,28,3,10,5,N,12:35,M,559,12:51,chum,,,64.27249,-161.04588,5-5/8 in ,1.1,0.9,55.5,53.13,5,E,20
13195,7/10/2021,28,3,10,6,N,12:36,M,582,12:54,chum,,,64.27249,-161.04588,5-5/8 in ,1.1,0.9,55.5,53.13,5,E,20
13215,7/10/2021,28,3,10,7,N,12:36,F,538,12:57,chum,,,64.27249,-161.04588,5-5/8 in ,1.1,0.9,55.5,53.13,5,E,20
13235,7/10/2021,28,3,10,8,N,12:37,M,590,13:08,chum,,,64.27249,-161.04588,5-5/8 in ,1.1,0.9,55.5,53.13,5,E,20
13255,7/10/2021,28,3,10,9,S,13:05,M,576,13:09,chum,,,64.27249,-161.04588,5-5/8 in ,1.1,0.9,55.5,53.13,5,E,20
13275,7/10/2021,28,3,10,10,S,13:05,F,564,13:17,chum,,,64.27249,-161.04588,5-5/8 in ,1.1,0.9,55.5,53.13,5,E,20
13295,7/10/2021,28,3,11,1,S,13:06,M,565,13:16,chum,,,64.27249,-161.04588,5-5/8 in ,1.1,0.9,55.5,53.13,5,E,20
13315,7/10/2021,28,3,11,2,S,13:06,F,638,13:19,chum,no scales,,64.27249,-161.04588,5-5/8 in ,1.1,0.9,55.5,53.13,5,E,20
13335,7/10/2021,28,3,11,3,S,13:07,F,574,13:23,chum,,,64.27249,-161.04588,5-5/8 in ,1.1,0.9,55.5,53.13,5,E,20
13355,7/10/2021,28,3,11,4,S,13:07,F,540,13:27,chum,,,64.27249,-161.04588,5-5/8 in ,1.1,0.9,55.5,53.13,5,E,20
13375,7/10/2021,28,3,11,5,N,13:39,M,573,13:46,chum,,,64.27249,-161.04588,5-5/8 in ,1.1,0.9,55.5,53.13,5,E,20
13395,7/10/2021,28,3,11,6,N,13:53,M,574,14:02,chum,,,64.27249,-161.04588,5-5/8 in ,1.1,0.9,55.5,53.13,5,E,20
13415,7/10/2021,28,3,11,7,N,13:54,F,592,14:11,chum,,,64.27249,-161.04588,5-5/8 in ,1.1,0.9,55.5,53.13,5,E,20
13435,7/10/2021,28,3,11,8,S,13:54,F,564,14:11,chum,,,64.27249,-161.04588,5-5/8 in ,1.1,0.9,55.5,53.13,5,E,20
13455,7/10/2021,28,3,11,9,S,14:20,M,587,14:27,chum,,,64.27249,-161.04588,5-5/8 in ,1.1,0.9,55.5,53.13,5,E,20
13475,7/10/2021,28,3,11,10,S,14:20,F,579,14:31,chum,,,64.27249,-161.04588,5-5/8 in ,1.1,0.9,55.5,53.13,5,E,20
13495,7/10/2021,28,3,12,1,S,15:08,M,586,15:14,chum,,,64.27249,-161.04588,5-5/8 in ,1.1,0.9,55.5,53.13,5,E,20
13515,7/11/2021,29,3,13,1,S,10:53,F,587,11:00,chum,,,64.31777,-161.13328,5-5/8 in,0.8,0.3,53,54.66,10,E,100
13535,7/11/2021,29,3,13,2,S,10:53,F,584,11:04,chum,,,64.31777,-161.13328,5-5/8 in,0.8,0.3,53,54.66,10,E,100
13555,7/11/2021,29,3,13,3,S,10:54,F,555,11:06,chum,,,64.31777,-161.13328,5-5/8 in,0.8,0.3,53,54.66,10,E,100
13575,7/11/2021,29,3,13,4,S,10:54,F,596,11:08,chum,,,64.31777,-161.13328,5-5/8 in,0.8,0.3,53,54.66,10,E,100
13595,7/11/2021,29,3,13,5,N,11:10,F,602,11:20,chum,,,64.31777,-161.13328,5-5/8 in,0.8,0.3,53,54.66,10,E,100
13615,7/11/2021,29,4,13,6,N,11:13,F,584,11:24,chum,,,64.31777,-161.13328,5-5/8 in,0.8,0.3,53,54.66,10,E,100
13635,7/11/2021,29,4,13,7,N,11:15,F,599,11:28,chum,,,64.31777,-161.13328,5-5/8 in,0.8,0.3,53,54.66,10,E,100
13655,7/11/2021,29,4,13,8,S,11:32,F,545,11:45,chum,Passed UNK weir- 2200 on 10/21,,64.31777,-161.13328,5-5/8 in,0.8,0.3,53,54.66,10,E,100
13675,7/11/2021,29,4,13,9,N,11:35,F,552,11:45,chum,,,64.31777,-161.13328,5-5/8 in,0.8,0.3,53,54.66,10,E,100
13695,7/11/2021,29,4,13,10,S,11:53,F,531,12:03,chum,,,64.31777,-161.13328,5-5/8 in,0.8,0.3,53,54.66,10,E,100
13715,7/11/2021,29,4,14,1,S,11:54,F,584,12:05,chum,,,64.31777,-161.13328,5-5/8 in,0.8,0.3,53,54.66,10,E,100
13735,7/11/2021,29,4,14,2,N,12:20,M,583,12:20,chum,,,64.31777,-161.13328,5-5/8 in,0.8,0.3,53,54.66,10,E,100
13755,7/11/2021,29,4,14,3,S,12:45,M,522,12:51,chum,,,64.31777,-161.13328,5-5/8 in,0.8,0.3,53,54.66,10,E,100
13775,7/11/2021,29,4,14,4,S,13:13,M,618,13:21,chum,,,64.31777,-161.13328,5-5/8 in,0.8,0.3,53,54.66,10,E,100
13795,7/11/2021,29,4,14,5,S,13:13,M,548,13:25,chum,,,64.31777,-161.13328,5-5/8 in,0.8,0.3,53,54.66,10,E,100
13815,7/11/2021,29,4,14,6,S,13:15,F,543,13:39,chum,gash on side,,64.31777,-161.13328,5-5/8 in,0.8,0.3,53,54.66,10,E,100
13835,7/12/2021,29,4,15,1,S,13:55,F,554,14:16,chum,,,64.28697,-161.07471,5-5/8 in,1.5,1,NA,55.45,5,NE,0
13855,7/12/2021,29,4,15,2,N,13:56,F,558,14:16,chum,,,64.28697,-161.07471,5-5/8 in,1.5,1,NA,55.45,5,NE,0
13875,7/12/2021,29,4,15,3,S,13:58,M,562,14:18,chum,,,64.28697,-161.07471,5-5/8 in,1.5,1,NA,55.45,5,NE,0
13895,7/12/2021,29,4,15,4,S,14:23,F,556,14:34,chum,,,64.28697,-161.07471,5-5/8 in,1.5,1,NA,55.45,5,NE,0
13915,7/12/2021,29,4,15,5,N,14:35,M,554,14:45,chum,small scratch on side,,64.28697,-161.07471,5-5/8 in,1.5,1,NA,55.45,5,NE,0
13935,7/12/2021,29,4,15,6,S,14:59,F,573,15:07,chum,,,64.28697,-161.07471,5-5/8 in,1.5,1,NA,55.45,5,NE,0
13955,7/12/2021,29,4,15,7,N,15:16,F,567,15:28,chum,,,64.28697,-161.07471,5-5/8 in,1.5,1,NA,55.45,5,NE,0
13975,7/12/2021,29,4,15,8,S,15:18,F,554,15:31,chum,,,64.28697,-161.07471,5-5/8 in,1.5,1,NA,55.45,5,NE,0
13995,7/12/2021,29,4,15,9,N,15:33,M,589,15:41,chum,,,64.28697,-161.07471,5-5/8 in,1.5,1,NA,55.45,5,NE,0
14015,7/12/2021,29,4,15,10,N,15:49,F,587,15:57,chum,,,64.28697,-161.07471,5-5/8 in,1.5,1,NA,55.45,5,NE,0
14035,7/12/2021,29,4,16,1,S,15:53,M,577,16:03,chum,,,64.28697,-161.07471,5-5/8 in,1.5,1,NA,55.45,5,NE,0
14055,7/12/2021,29,4,16,2,N,15:53,F,537,16:06,chum,,,64.28697,-161.07471,5-5/8 in,1.5,1,NA,55.45,5,NE,0
14075,7/13/2021,29,4,17,1,N,11:17,F,571,11:24,chum,,,64.18212,-160.95649,5-7/8 in ,1.5,1,63,53,NA,,0
14095,7/13/2021,29,4,17,2,S,11:35,F,537,11:40,chum,,,64.18212,-160.95649,5-7/8 in ,1.5,1,63,53,NA,,0
14115,7/13/2021,29,4,17,3,S,11:36,M,574,11:43,chum,gash on side,,64.18212,-160.95649,5-7/8 in ,1.5,1,63,53,NA,,0
14135,7/13/2021,29,4,17,4,S,11:49,M,542,11:57,chum,,,64.18212,-160.95649,5-7/8 in ,1.5,1,63,53,NA,,0
14155,7/13/2021,29,4,17,5,N,11:51,M,541,11:59,chum,,,64.18212,-160.95649,5-7/8 in ,1.5,1,63,53,NA,,0
14175,7/13/2021,29,4,17,6,N,12:04,F,536,12:15,chum,,,64.18212,-160.95649,5-7/8 in ,1.5,1,63,53,NA,,0
14195,7/13/2021,29,4,17,7,N,12:21,M,563,12:27,chum,,,64.18212,-160.95649,5-7/8 in ,1.5,1,63,53,NA,,0
14215,7/13/2021,29,4,17,8,N,12:23,F,574,12:29,chum,,,64.18212,-160.95649,5-7/8 in ,1.5,1,63,53,NA,,0
14235,7/13/2021,29,4,17,9,S,12:33,F,549,12:45,chum,,,64.18212,-160.95649,5-7/8 in ,1.5,1,63,53,NA,,0
14255,7/13/2021,29,4,17,10,S,12:37,F,568,12:47,chum,,,64.18212,-160.95649,5-7/8 in ,1.5,1,63,53,NA,,0
14275,7/13/2021,29,4,18,1,S,12:53,F,580,13:06,chum,,,64.18212,-160.95649,5-7/8 in ,1.5,1,63,53,NA,,0
14295,7/13/2021,29,4,18,2,S,12:54,F,553,13:09,chum,,,64.18212,-160.95649,5-7/8 in ,1.5,1,63,53,NA,,0
14315,7/13/2021,29,4,18,3,S,13:00,M,582,13:11,chum,,,64.18212,-160.95649,5-7/8 in ,1.5,1,63,53,NA,,0
14335,7/13/2021,29,4,18,4,S,13:03,F,574,13:14,chum,,,64.18212,-160.95649,5-7/8 in ,1.5,1,63,53,NA,,0
14355,7/13/2021,29,4,18,5,S,13:04,M,581,13:16,chum,,,64.18212,-160.95649,5-7/8 in ,1.5,1,63,53,NA,,0
14375,7/18/2021,30,4,NA,1,S,13:37,M,591,13:44,chum,,,64.2999,-161.10071,5-7/8 in ,0.5,0.1,60,55,5,WSW,100
14395,7/18/2021,30,4,NA,2,S,15:03,M,583,15:11,chum,,,64.31723,-161.13229,5-5/8 in ,0.5,0.1,65,55,NA,,75
14415,7/19/2021,30,5,15,1,S,11:17,F,560,11:30,chum,Passed UNK weir on 7/26 at 1746,,64.18247,-160.95713,5-7/8 in ,1,0.5,68,56.43,7,SE,50
14435,7/19/2021,30,5,15,2,S,11:26,M,549,11:30,chum,card no. should be 19,,64.18247,-160.95713,5-7/8 in ,1,0.5,68,56.43,7,SE,50
14455,7/19/2021,30,5,15,3,S,12:09,F,569,12:19,chum,,,64.18247,-160.95713,5-7/8 in ,1,0.5,68,56.43,7,SE,50
14475,7/19/2021,30,5,16,4,S,13:07,F,558,13:15,chum,,,64.20135,-160.95203,5-7/8 in ,1,0.5,67,57,7,S,NA
14495,7/19/2021,30,5,16,5,S,13:27,M,572,13:33,chum,,,64.20135,-160.95203,5-7/8 in ,1,0.5,67,57,7,S,NA
14515,7/19/2021,30,5,16,6,N,13:48,F,535,13:54,chum,,,64.20135,-160.95203,5-7/8 in ,1,0.5,67,57,7,S,NA
14535,7/19/2021,30,5,16,7,N,14:07,F,552,14:13,chum,,,64.20135,-160.95203,5-7/8 in ,1,0.5,67,57,7,S,NA
14555,7/19/2021,30,5,16,8,N,14:08,M,523,14:16,chum,,,64.20135,-160.95203,5-7/8 in ,1,0.5,67,57,7,S,NA
14575,7/19/2021,30,5,16,9,N,14:41,M,512,14:45,chum,,,64.20135,-160.95203,5-7/8 in ,1,0.5,67,57,7,S,NA
14595,7/19/2021,30,5,16,10,N,14:43,M,593,14:48,chum,,,64.20135,-160.95203,5-7/8 in ,1,0.5,67,57,7,S,NA
14615,7/19/2021,30,5,16,11,S,14:56,F,555,15:01,chum,,,64.20135,-160.95203,5-7/8 in ,1,0.5,67,57,7,S,NA
14635,7/19/2021,30,5,16,12,N,14:56,M,548,15:09,chum,,,64.20135,-160.95203,5-7/8 in ,1,0.5,67,57,7,S,NA
14655,7/21/2021,30,5,17,1,S,14:23,M,554,14:41,chum,,,64.30049,-161.10112,5-7/8 in ,NA,NA,74,57.8,10,W ,85
14675,7/21/2021,30,5,17,2,S,15:08,M,572,15:16,chum,,,64.30049,-161.10112,5-7/8 in ,NA,NA,74,57.8,10,W ,85
14695,8/2/2021,32,5,18,1,S,17:32,M,528,17:38,chum,,,64.22652,-160.96805,5-7/8 in ,1,0.8,NA,59.31,5,SE,25
14715,8/2/2021,32,5,18,2,N,18:25,M,638,18:31,chum,,,64.22652,-160.96805,5-7/8 in ,1,0.8,NA,59.31,5,SE,25
14735,8/3/2021,32,5,19,1,S,11:06,M,571,11:18,chum,,,64.18202,-160.95561,5-7/8 in ,0.9,0.7,NA,54.56,5,NW,0
14755,8/3/2021,32,5,19,2,S,11:38,F,554,11:48,chum,,,64.18202,-160.95561,5-7/8 in ,0.9,0.7,NA,54.56,5,NW,0
14775,8/3/2021,32,5,19,3,N,11:49,M,559,12:04,chum,,,64.18202,-160.95561,5-7/8 in ,0.9,0.7,NA,54.56,5,NW,0
14795,8/3/2021,32,5,19,4,S,11:53,F,555,11:59,chum,,,64.18202,-160.95561,5-7/8 in ,0.9,0.7,NA,54.56,5,NW,0
14815,8/3/2021,32,5,19,5,S,12:19,F,515,12:34,chum,,,64.18202,-160.95561,5-7/8 in ,0.9,0.7,NA,54.56,5,NW,0
14835,8/3/2021,32,5,19,6,S,12:21,M,589,12:38,chum,,,64.18202,-160.95561,5-7/8 in ,0.9,0.7,NA,54.56,5,NW,0
14855,8/3/2021,32,5,19,7,S,12:41,M,557,12:51,chum,,,64.18202,-160.95561,5-7/8 in ,0.9,0.7,NA,54.56,5,NW,0
14875,8/3/2021,32,5,19,8,N,13:23,M,601,13:37,chum,,,64.18202,-160.95561,5-7/8 in ,0.9,0.7,NA,54.56,5,NW,0
14895,8/3/2021,32,5,19,9,S,13:45,M,616,13:53,chum,,,64.18202,-160.95561,5-7/8 in ,0.9,0.7,NA,54.56,5,NW,0
14915,8/3/2021,32,5,19,10,S,13:48,M,575,14:00,chum,,,64.18202,-160.95561,5-7/8 in ,0.9,0.7,NA,54.56,5,NW,0
14935,8/3/2021,32,5,20,1,N,15:38,F,560,15:46,chum,,,64.20299,-160.95411,5-7/8 in ,0.9,0.7,NA,58.96,1,W,0
14955,8/10/2021,33,5,21,1,N,10:40,M,515,10:47,chum,double check - blurry photo ,,64.35926,-161.21037,5-7/8 in ,1.3,1,53,56,10,NW,85
14975,8/10/2021,33,5,21,2,N,11:15,F,514,11:22,chum,,,64.35926,-161.21037,5-7/8 in ,1.3,1,53,56,10,NW,85
14995,8/10/2021,33,5,21,3,N,11:58,M,558,12:09,chum,,,64.358,-161.20599,5-7/8 in ,1.3,1,53,56,10,NW,85
15015,8/10/2021,33,5,21,4,N,12:27,M,532,12:56,chum,,,64.358,-161.20599,5-7/8 in ,1.3,1,53,56,10,NW,85
15035,8/10/2021,33,5,21,5,N,12:29,M,548,12:56,chum,,,64.358,-161.20599,5-7/8 in ,1.3,1,53,56,10,NW,85
15055,8/10/2021,33,5,21,6,S,13:05,F,615,13:13,chum,,,64.358,-161.20599,5-7/8 in ,1.3,1,53,56,10,NW,85
15075,8/10/2021,33,5,21,7,N,13:20,M,543,13:35,chum,,,64.358,-161.20599,5-7/8 in ,1.3,1,53,56,10,NW,85
15095,8/13/2021,33,5,22,1,S,11:30,M,595,11:40,chum,,,64.35883,-161.21195,5-7/8 in ,0.6,0.4,55,54,5,SE,100
15115,8/13/2021,33,5,22,2,S,11:30,M,540,11:44,chum,,,64.35883,-161.21195,5-7/8 in ,0.6,0.4,55,54,5,SE,100
15155,8/23/2021,35,5,26,NA,N,11:54,M,559,11:58,chum,,,64.18222,-160.95553,5-5/8 in,0.9,0.6,51,50,27.5,E,25
15175,8/23/2021,35,5,26,NA,N,12:24,M,627,12:30,chum,,,64.18222,-160.95553,5-5/8 in,0.9,0.6,51,50,28.5,E,25
15195,8/23/2021,35,5,26,NA,N,12:59,F,556,13:07,chum,,,64.18222,-160.95553,5-5/8 in,0.9,0.6,51,50,29.5,E,25
15215,8/23/2021,35,5,26,NA,N,13:48,M,588,14:14,chum,,,64.18222,-160.95553,5-5/8 in,0.9,0.6,51,50,29.5,E,26
15235,8/23/2021,35,5,26,NA,N,14:08,F,556,14:15,chum,,,64.18222,-160.95553,5-5/8 in,0.9,0.6,51,50,29.5,E,27
15255,8/23/2021,35,5,26,NA,N,13:48,M,552,14:19,chum,,,64.18222,-160.95553,5-5/8 in,0.9,0.6,51,50,29.5,E,28
15275,8/24/2021,35,5,27,1,N,10:58,F,529,11:07,chum,,,64.35851,-161.20833,5-5/8 in,1,0.7,49,51,6,NW,80
15291,7/1/2021,27,1,1,1,S,13:24,F,665,13:36,chinook,,,63.85651,-160.78345,combined,1.75,1.5,62,50,2,E,97
15292,7/5/2021,28,1,4,1,N,14:35,F,790,14:40,chinook,,,63.91504,-160.82226,5-7/8 in,3,3,60,54,5,SE,100
15314,7/1/2021,27,1,NA,NA,S,13:55,F,855,14:02,chinook,,,63.85651,-160.78345,combined,1.75,1.5,62,50,2,E,100
15322,8/3/2021,32,2,2,1,S,13:09,M,596,13:21,chinook,,,64.18202,-160.95561,5-7/8 in,0.9,0.7,NA,54.56,5,NW,0
15329,7/9/2021,28,1,6,2,N,12:26,M,760,12:39,chinook,,,63.954841,-160.852252,5-7/8 in,0.6,0.5,NA,NA,8,E,95
15349,7/12/2021,28,1,5,1,S,13:50,F,785,13:51,chinook,,,64.05372,-160.93826,5-7/8 in ,1.5,1,59,55,5,N ,0
15356,8/23/2021,34,3,22,6,N,13:12,F,541,13:15,chum,king tag on a chum ,,63.99048,-160.89789,5-5/8 in ,1,0.5,50,NA,4,E,96
15416,7/1/2021,27,1,1,3,S,13:33,M,751,13:40,chinook,,,63.85651,-160.78345,combined,1.75,1.5,62,50,2,E,99
15450,7/5/2021,28,2,4,3,F,16:33,F,680,16:39,chinook,,,63.94583,-160.846,5-7/8 in,3,3,57,55,8,SE,101
15478,7/1/2021,27,1,1,2,S,13:33,F,737,13:37,chinook,,,63.85651,-160.78345,combined,1.75,1.5,62,50,2,E,98
15481,7/2/2021,27,1,2,1,N,14:11,F,750,14:20,chinook,,,63.97996,-160.88276,combined,NA,NA,62,56,6,S,95
15508,7/3/2021,27,1,3,1,S,12:55,F,744,13:02,chinook,,,63.94592,-160.8475,5-7/8 in,1.75,1.5,55,53,13,SE,100
15542,7/5/2021,28,2,4,2,F,16:30,F,760,16:40,chinook,,,63.94583,-160.846,5-7/8 in,3,3,57,55,8,SE,100
15546,7/10/2021,28,2,1,5,S,13:07,F,697,13:31,chinook,,,64.27249,-161.04588,5-5/8 in,1.1,0.9,55.5,53.13,5,E,20
15554,7/22/2021,30,3,17,1,N,10:43,M,562,10:53,chinook,,,63.82738,-160.76776,5-7/8 in,0.5,0.1,54,58,6,NW,100
